Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
"@Angelocintosh Tal cual!!!! Así se metió!!!
Miaaaaau 🐱🐱🐱",Tue Apr 21 23:29:18 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
Nivel de estupidez: mi brou @MicheelCintoA y yo quemamos la comida y solo teníamos que calentarla. F,Fri Apr 03 23:04:06 +0000 2020,"San Pedro Cholula, Puebla",-98.407463,19.028795,-98.407463,19.119652,-98.260682,19.119652,-98.260682,19.028795
@Angelocintosh @Mastuerzo2011 @LoRaLaCh @veronicalderon @yuvient @saintxp @julio_ramga Ahí tá... https://t.co/NPJ5daUW1A,Sun Apr 05 19:55:14 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
@Angelocintosh @Mastuerzo2011 @LoRaLaCh @veronicalderon @yuvient @saintxp @julio_ramga Jajajaja. Esperemos sentados...,Sun Apr 05 19:59:28 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
@Angelocintosh @veronicalderon @quique_nava @LoRaLaCh @yuvient @saintxp @julio_ramga 💐👊🏻💐 https://t.co/5arpJeYs7x,Sun Apr 05 21:23:09 +0000 2020,"Coyoacán, Distrito Federal",-99.205809,19.297011,-99.205809,19.359755,-99.098871,19.359755,-99.098871,19.297011
@Angelocintosh @tutsirouge @LoRaLaCh @veronicalderon @yuvient @saintxp @julio_ramga 💐👊🏻💐,Sun Apr 05 21:26:39 +0000 2020,La Azotea Centro Periférico Kloakaskomunikantes,-99.147856,19.351997,-99.147856,19.351997,-99.147856,19.351997,-99.147856,19.351997
Me sorprende mil también como los recintos educativos que cobran CARO no tienen la más mínima idea cómo transmitir… https://t.co/0LYOJryCIf,Mon Apr 06 17:54:01 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
"En México sesiones plenarias, de comisiones y órganos de gobierno de congresos son presenciales y en recintos físic… https://t.co/rmxansov4I",Tue Apr 07 19:17:33 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
En los mercados húmedos los animales silvestres y los de granja se mezclan en jaulas estrechas y recintos insalubre… https://t.co/LAthDhQxEV,Mon Apr 27 16:00:37 +0000 2020,"Zapopan, Jalisco",-103.664175,20.583418,-103.664175,20.997896,-103.305374,20.997896,-103.305374,20.583418
En los mercados húmedos los animales silvestres y los de granja se mezclan en jaulas estrechas y recintos insalubre… https://t.co/kLy2J44S42,Mon Apr 27 16:04:24 +0000 2020,"Zapopan, Jalisco",-103.664175,20.583418,-103.664175,20.997896,-103.305374,20.997896,-103.305374,20.583418
En los mercados húmedos los animales silvestres y los de granja se mezclan en jaulas estrechas y recintos insalubre… https://t.co/hPMDHq6A6b,Mon Apr 27 16:22:04 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
En los mercados húmedos los animales silvestres y los de granja se mezclan en jaulas estrechas y recintos insalubre… https://t.co/e9ABZkVpJB,Mon Apr 27 18:05:29 +0000 2020,"Cuautitlán Izcalli, México",-99.294897,19.580497,-99.294897,19.732082,-99.172417,19.732082,-99.172417,19.580497
@Angelocintosh @julio_ramga Te quieeeeeeeeeero un shingo mi Angelito!!!! Tú sí sabes de lo bueno 😘😘😘😘 Qué gran halago! Smuaaack!,Sun Apr 12 04:23:32 +0000 2020,"Álvaro Obregón, Distrito Federal",-99.324375,19.232228,-99.324375,19.403856,-99.171644,19.403856,-99.171644,19.232228
#Querétaro 😷| El @MpioCorregidora está sanitizando los espacios públicos y recintos religiosos para que una vez que… https://t.co/lTuPd0WhPt,Thu Apr 16 16:19:09 +0000 2020,"Querétaro, Querétaro Arteaga",-100.596343,20.50317,-100.596343,20.927379,-100.284846,20.927379,-100.284846,20.50317
@wwwbigbaldhead @PollyAMcIntosh Can I do it from México??,Wed Apr 29 22:05:21 +0000 2020,"Veracruz, Veracruz de Ignacio de la Llave",-96.340535,19.102814,-96.340535,19.265092,-96.118258,19.265092,-96.118258,19.102814
