Tweet,Fecha,Locacion,Coordenadas
"Pues va a estar durisima la lucha por el WC en la NFC, Bucs, Cards, Rams, Bears, etc... La única division que no ti… https://t.co/CpvYaJwRlG",Mon Sep 28 00:25:37 +0000 2020,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
"En un rato (11:08 am) mis @Braves reciben a los @Reds en las Series de WC de infarto, pierdes uno y al borde del ab… https://t.co/qZfVWjsp0M",Wed Sep 30 14:55:09 +0000 2020,"Torreón, Coahuila de Zaragoza","[[[-103.511379, 24.793821], [-103.511379, 25.694625], [-102.954881, 25.694625], [-102.954881, 24.793821]]]"
"Como cuando vas al baño a cagar y bajas el WC y queda restos dando vueltas, tienes que bajarlo varias veces hasta q… https://t.co/81gh8pUUp9",Mon Oct 05 15:38:08 +0000 2020,"Centro, Tabasco","[[[-93.248341, 17.7035], [-93.248341, 18.340419], [-92.584658, 18.340419], [-92.584658, 17.7035]]]"
Fue el segundo Grand Slam de los Yankees en esta postemporada. Gio Urshela lo consiguió ante Indians en el WC 🔥💪,Tue Oct 06 03:34:52 +0000 2020,"Cuernavaca, Morelos","[[[-99.341179, 18.842003], [-99.341179, 19.025621], [-99.180459, 19.025621], [-99.180459, 18.842003]]]"
@RiehnP @Padres You mean like you did when Padres won the WC series? Or the first game of the last series against us back in September? 🤔,Wed Oct 07 06:52:12 +0000 2020,"Mexicali, Baja California","[[[-115.818421, 30.86042], [-115.818421, 32.718919], [-114.639939, 32.718919], [-114.639939, 30.86042]]]"
mi fantasia es ser violado como una puta perra y ser usado como un deposito sexual / WC de fluidos (meados y mecos)… https://t.co/5GLd0140Wg,Thu Oct 08 03:07:16 +0000 2020,"Tultitlán, México","[[[-99.192745, 19.566355], [-99.192745, 19.694076], [-99.068511, 19.694076], [-99.068511, 19.566355]]]"
"@CastelMexico buenas tardes, se rompió la tapa del WC pero no se que modelo tengo para comprar el repuesto, hay alg… https://t.co/22bu4194Ar",Thu Oct 08 20:36:27 +0000 2020,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
"@CastelMexico buenas tardes, se rompió la tapa del WC pero no se que modelo tengo para comprar el repuesto, hay alg… https://t.co/rQ4zCPSUxC",Thu Oct 08 20:40:31 +0000 2020,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
"En los baños, si las puertas de los wc están cerradas, calladitos....",Fri Oct 09 20:58:56 +0000 2020,"Xochitepec, Morelos","[[[-99.301903, 18.701618], [-99.301903, 18.827237], [-99.187342, 18.827237], [-99.187342, 18.701618]]]"
Nunca en una peda había terminado sentado literalmente en el piso del baño con otra persona sentada en el wc platic… https://t.co/qOXUYIsY1f,Tue Oct 13 18:49:46 +0000 2020,"Xalapa, Veracruz de Ignacio de la Llave","[[[-96.971524, 19.48425], [-96.971524, 19.599858], [-96.800642, 19.599858], [-96.800642, 19.48425]]]"
"Como se ve un WC antes de jalarle ????
Así. https://t.co/aTheM6bU4A",Fri Oct 16 19:19:35 +0000 2020,"Huixquilucan, México","[[[-99.404165, 19.305971], [-99.404165, 19.44218], [-99.232692, 19.44218], [-99.232692, 19.305971]]]"
A quien más se le acalambran las piernas cuando van al wc 🚽 a cagar 💩 por estar en el móvil pá ser compas 👀,Wed Oct 21 23:27:53 +0000 2020,"Xalapa, Veracruz de Ignacio de la Llave","[[[-96.971524, 19.48425], [-96.971524, 19.599858], [-96.800642, 19.599858], [-96.800642, 19.48425]]]"
"@HelvexMx  Solicito de su apoyo, ya que desde hace varios días, estoy solicitandi la garantía de un wc que viene ra… https://t.co/cmkxPmDGA5",Thu Oct 22 19:51:45 +0000 2020,"Iztacalco, Distrito Federal","[[[-99.137171, 19.375769], [-99.137171, 19.422433], [-99.055821, 19.422433], [-99.055821, 19.375769]]]"
"❤️✨ RACK WC CONTEMPO❤️✨

🔻Soporta 28kg.
🔻64X28X1.71m
🔻Repisas: 61X26cm c/u

🐷 Pregunta sin compromiso 🐷
✨❤️Síguenos… https://t.co/ifkMEyi7gp",Fri Oct 23 01:08:39 +0000 2020,"Mineral de la Reforma, Hidalgo","[[[-98.771665, 19.980272], [-98.771665, 20.127165], [-98.659454, 20.127165], [-98.659454, 19.980272]]]"
"✨❤️Rack WC Triple❤️✨
💲A la venta!!!

⭕Soporta 20kg
⭕64X25cmX1.65m
⭕REPISAS: 59X24cm

🐷 Pregunta sin compromiso 🐷
❤️… https://t.co/By9OL07PZA",Fri Oct 23 01:26:29 +0000 2020,"Pachuca de Soto, Hidalgo","[[[-98.863407, 20.023592], [-98.863407, 20.187683], [-98.688209, 20.187683], [-98.688209, 20.023592]]]"
"❤️✨ RACK WC BLACK✨❤️
💲A la venta!!!

🔶Soporta 21Kg.
🔶65X25cm.X1.49m.
🔶REPISAS: 60X24cm c/u

🐷 Pregunta sin compromi… https://t.co/K7tDKagvjI",Fri Oct 23 01:49:55 +0000 2020,"Mineral de la Reforma, Hidalgo","[[[-98.771665, 19.980272], [-98.771665, 20.127165], [-98.659454, 20.127165], [-98.659454, 19.980272]]]"
Ayer disque me hice una sopa aguada de moñito y qué aska directo al WC 🤢,Wed Oct 28 00:05:07 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"Amor del Bueno, un WC para ti solita. 😬",Fri Oct 30 14:58:35 +0000 2020,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
@moises_alferes Jajaja le pones calcetas al WC para que no te dé frío cuando te sientas en la madrugada 🥶🥶🥶🥶,Thu Nov 05 13:37:07 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
@SuGar_Pz Darte un calambre a las 1:30 de la madrugada y no poder dormir hasta que pases al WC que por cierto está… https://t.co/jCqb0b1qW9,Fri Nov 06 04:52:23 +0000 2020,"Iztapalapa, Distrito Federal","[[[-99.140238, 19.284692], [-99.140238, 19.400885], [-98.960684, 19.400885], [-98.960684, 19.284692]]]"
Sentarte en el wc de la casa de tu novio para que se baje la erección es otro pedo 😂,Fri Nov 06 09:16:28 +0000 2020,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
"@ActualidadRT We ustedes me hisieron asi mas ahora, que si les contará que otro día rescaté una mosquita del wc jaj… https://t.co/jyObjOxQtS",Wed Nov 11 09:34:12 +0000 2020,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
Off Market CJ3 (2007) para venta directa a comprador. 325O Horas. Turbinas en TAP Blue. ADS-B. WC con cinturón (10… https://t.co/ndUmSANG5L,Wed Nov 11 21:47:10 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
@Indiwulf Comenzarán a cantar “ASÍ SE SIENTE MEXICO EN LA PIEEEEEL” 🎶 en pleno WC haciendo de sus necesidades. https://t.co/Q4Q2Vx4pBd,Fri Nov 13 15:06:41 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
No hay nada mejor que la comodidad del WC de casa.,Sun Nov 15 04:20:45 +0000 2020,"Orizaba, Veracruz de Ignacio de la Llave","[[[-97.159196, 18.830021], [-97.159196, 18.883397], [-97.066492, 18.883397], [-97.066492, 18.830021]]]"
"@vivirsinalergia Y el famoso cubre bocas quien sabe, conozco casos donde no se lo quitaban ni para ir al WC y se contagiaron anyway",Mon Nov 16 00:50:16 +0000 2020,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
Like we didn’t make it to WC because of these CONCACAF teams. This isn’t just PANAMA these are teams we need to dom… https://t.co/vEBWvGTcJ7,Mon Nov 16 23:52:21 +0000 2020,"Los Cabos, Baja California Sur","[[[-110.119479, 22.871889], [-110.119479, 23.667869], [-109.413058, 23.667869], [-109.413058, 22.871889]]]"
@marthadebayle para participar en wc regalo cumple 70 años helvex j.jose luis Gutiérrez Tlaquepaque,Tue Nov 17 17:33:40 +0000 2020,"Tlaquepaque, Jalisco","[[[-103.453231, 20.539641], [-103.453231, 20.644625], [-103.243417, 20.644625], [-103.243417, 20.539641]]]"
"@perosigoseverus Claro, lo que no ve ni sabe es que ése wc no funciona no tiene agua ni se usa y diario limpio 2 ve… https://t.co/C0QgyfAum6",Thu Nov 19 00:02:37 +0000 2020,"Tlalpan, Distrito Federal","[[[-99.315748, 19.087511], [-99.315748, 19.311459], [-99.10098, 19.311459], [-99.10098, 19.087511]]]"
@sportbible Mexico 1-0 up vs Germany in the 62nd minute of the 1998 WC 2nd round and Hernández did this 🙃 https://t.co/9s1Lh5t1xr,Thu Nov 19 23:12:37 +0000 2020,"Cuajimalpa de Morelos, Distrito Federal","[[[-99.364536, 19.232313], [-99.364536, 19.405081], [-99.246625, 19.405081], [-99.246625, 19.232313]]]"
"¿ A caso existirá un mayor placer que el estar en la comodidad del WC de casa y viendo tu celular?
Bueno si alguien sabe responda aquí 🤣",Sun Nov 22 21:18:31 +0000 2020,"Campeche, México","[[[-90.693549, 19.2393], [-90.693549, 19.963528], [-89.860731, 19.963528], [-89.860731, 19.2393]]]"
"@ElJefeAguila @ClubAmerica Claro que pesa, pero el Akron es azulcrema!! 10 años de hacer el WC nuestra segunda casa.",Tue Nov 24 05:29:54 +0000 2020,"Naucalpan de Juárez, México","[[[-99.413769, 19.412031], [-99.413769, 19.535557], [-99.207087, 19.535557], [-99.207087, 19.412031]]]"
"@MPJNRP12 Existen dos cosas que uno Nunca va a dejar de sentir PLACER.

Encontrar un Wc cuando más lo necesita!!! y… https://t.co/ahsLixsiFA",Thu Nov 26 02:01:35 +0000 2020,"Gustavo A. Madero, Distrito Federal","[[[-99.180678, 19.444937], [-99.180678, 19.592375], [-99.051103, 19.592375], [-99.051103, 19.444937]]]"
@JJYo_4 Mira con que no dejes tus calzones en todos lados es suficiente y que bajes la tapa de el WC .,Thu Nov 26 05:53:46 +0000 2020,"Santa Cruz Xoxocotlán, Oaxaca","[[[-96.801326, 16.963759], [-96.801326, 17.05254], [-96.713739, 17.05254], [-96.713739, 16.963759]]]"
Que tal convoy del WC que les gustan a UD y su padrino https://t.co/6ooNttZoCC,Fri Nov 27 21:02:57 +0000 2020,Paradero Turístico De Becal,"[[[-90.015806, 20.428649], [-90.015806, 20.428649], [-90.015806, 20.428649], [-90.015806, 20.428649]]]"
@Arcalim4 @joteriamexicana Pero qué tal los tatoos eehh!!!! No hay para un wc decente y funcional pero si para tinta.,Sat Nov 28 03:33:11 +0000 2020,"Toluca, México","[[[-99.782579, 19.076393], [-99.782579, 19.49225], [-99.528773, 19.49225], [-99.528773, 19.076393]]]"
Hoy toca grabar nuevo podcast   #CAOS  WC https://t.co/FWRUOohlbv,Sat Nov 28 05:05:53 +0000 2020,"Zacatecas, México","[[[-102.850156, 22.617916], [-102.850156, 22.843297], [-102.538543, 22.843297], [-102.538543, 22.617916]]]"
@brito4466 Y Guaido quedo para el WC solo falta que le demos bomba,Wed Dec 02 19:46:00 +0000 2020,"Ensenada, Baja California","[[[-118.403857, 27.998889], [-118.403857, 32.314088], [-112.7559, 32.314088], [-112.7559, 27.998889]]]"
"Siempre mi miada de las 10.30 am es muy complicada; me interrumpe cuando más ocupado estoy y cuando el WC está más ocupado.

#iastoiarto",Fri Dec 04 17:08:41 +0000 2020,"San Nicolás de los Garza, Nuevo León","[[[-100.337498, 25.702823], [-100.337498, 25.770607], [-100.20345, 25.770607], [-100.20345, 25.702823]]]"
@Alesidenew existen unos como banquitos que son para usarse en el wc y mejorar la pocision para cuando vas a 💩,Tue Dec 08 16:16:02 +0000 2020,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
@Beapequitas El wc comunitario,Fri Dec 11 01:43:23 +0000 2020,"Coyoacán, Distrito Federal","[[[-99.205809, 19.297011], [-99.205809, 19.359755], [-99.098871, 19.359755], [-99.098871, 19.297011]]]"
@HernanGomezB #ReformaTodoLoDeforma debería estar junto al WC https://t.co/68ppvamvVK,Sat Dec 12 20:17:39 +0000 2020,"Tequixquiac, México","[[[-99.225236, 19.819428], [-99.225236, 19.984801], [-99.059669, 19.984801], [-99.059669, 19.819428]]]"
@LexIsGassy Podría ser tu wc y tomar toda tu diarrea corazon,Tue Dec 15 01:47:56 +0000 2020,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
"@YahirEdher hoy estaba super lleno el wc de frente a grand plaza 😈🤤🔥 nunca había entrado!!!
Cómo saber cuando quier… https://t.co/eoX8XCdCA3",Wed Dec 16 23:02:08 +0000 2020,"Metepec, México","[[[-99.647028, 19.215624], [-99.647028, 19.287437], [-99.512801, 19.287437], [-99.512801, 19.215624]]]"
"🔱 *CLUB ISABEL LA CATOLICA* 🔱

💵 COVER GENERAL 70 PESOS
🕐 CERRAMOS 10PM

🟡 CABINAS PRIVADAS 
🚽 WC 
🩱 GUARDARROPA… https://t.co/WZAwtYm8By",Fri Dec 18 20:59:21 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"🔱 *CLUB ISABEL LA CATOLICA* 🔱

💵 *COVER GENERAL 70 PESOS*

🕐 *CERRAMOS 10PM*

🟡 CABINAS PRIVADAS 
🚽 WC 
🩱 GUARDARRO… https://t.co/4Yi1SYWOcU",Fri Dec 18 21:22:01 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
"🔱 *CLUB ISABEL LA CATOLICA* 🔱

💵 COVER GENERAL 70 PESOS
🕐 CERRAMOS 10PM

🟡 CABINAS PRIVADAS 
🚽 WC 
🩱 GUARDARROPA… https://t.co/b5h7OplbTm",Fri Dec 18 21:24:32 +0000 2020,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
@Chedrauioficial @inveacdmx es increible que dervicio de wc de la tienda universidad solo funcione una taza y tres… https://t.co/co18e7lUkQ,Tue Dec 29 16:23:05 +0000 2020,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
@CrashTestBobby @OsNoCa Ah!!! estúpida tu madre porque tenía miedo de abortarte solo para no tapar el wc y pagarle… https://t.co/XvDxVGNZOU,Wed Dec 30 01:08:39 +0000 2020,"Nezahualcóyotl, México","[[[-99.067766, 19.366862], [-99.067766, 19.498582], [-98.966267, 19.498582], [-98.966267, 19.366862]]]"
Like si también haz ido al wc con un cigarrillo para cagar bien agusto 🙃,Sat Jan 02 04:27:17 +0000 2021,"Xalapa, Veracruz de Ignacio de la Llave","[[[-96.971524, 19.48425], [-96.971524, 19.599858], [-96.800642, 19.599858], [-96.800642, 19.48425]]]"
"Andaba muy coquetón y envié video (en el WC del aeropuerto de Gdl) por FB Messenger.
Tomé un vuelo a San Diego y me… https://t.co/uli6oIhlG6",Thu Jan 07 04:25:48 +0000 2021,"Puerto Vallarta, Jalisco","[[[-105.324392, 20.471599], [-105.324392, 20.922506], [-104.972769, 20.922506], [-104.972769, 20.471599]]]"
@BeAcevedoTachna Y salir del wc sin lavarse las manos!!.,Fri Jan 08 18:10:27 +0000 2021,"Veracruz, Veracruz de Ignacio de la Llave","[[[-96.340535, 19.102814], [-96.340535, 19.265092], [-96.118258, 19.265092], [-96.118258, 19.102814]]]"
Shawn Klush and Cody Ray Slaughter - Elvis Concert - 2016 WC Fair https://t.co/JrwcNFDBCF vía @YouTube happy birthd… https://t.co/CmJXwruAr4,Sat Jan 09 20:58:19 +0000 2021,"Iztapalapa, Distrito Federal","[[[-99.140238, 19.284692], [-99.140238, 19.400885], [-98.960684, 19.400885], [-98.960684, 19.284692]]]"
@Rdr_Medrano Yo en esta pandemia cambié wc y lavabo sin fugas y a la primera. Era la primera vez en mi vida que lo… https://t.co/LKmrWGTMMD,Wed Jan 13 20:18:55 +0000 2021,"Coyoacán, Distrito Federal","[[[-99.205809, 19.297011], [-99.205809, 19.359755], [-99.098871, 19.359755], [-99.098871, 19.297011]]]"
La taza del WC está helada 🥶,Mon Jan 18 17:31:09 +0000 2021,"Azcapotzalco, Distrito Federal","[[[-99.221136, 19.456367], [-99.221136, 19.5152], [-99.143116, 19.5152], [-99.143116, 19.456367]]]"
Estaba soñando tan bonito con mi crush y lástima q tuve q ir a wc 🥺😂,Tue Jan 19 11:27:19 +0000 2021,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
De que se disfrazar @J_Pietra ? En qué wc se va esconder ?,Fri Jan 22 04:59:44 +0000 2021,"Centro, Tabasco","[[[-93.248341, 17.7035], [-93.248341, 18.340419], [-92.584658, 18.340419], [-92.584658, 17.7035]]]"
"My dear you are ugly, but tomorrow I shall be sober and you will still be ugly. WC en El Chupón https://t.co/Phu3WQnOMG",Sat Jan 23 21:35:22 +0000 2021,"Monterrey, Nuevo León","[[[-100.421037, 25.480538], [-100.421037, 25.802899], [-100.166146, 25.802899], [-100.166146, 25.480538]]]"
Como siempre ustedes cagando fuera de wc ! Aparte de los aprendices de porteros de @chivas existen otros que si son… https://t.co/4oqVCM02q6,Mon Jan 25 00:15:39 +0000 2021,"Centro, Tabasco","[[[-93.248341, 17.7035], [-93.248341, 18.340419], [-92.584658, 18.340419], [-92.584658, 17.7035]]]"
"Desbloquee un nivel de doña en el que estoy en un giveaway por un WC y estoy tan nerviosa 🤣.

Deseenme suerte. Amén.",Tue Jan 26 05:17:13 +0000 2021,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
Es normal estar en el WC tomando té?,Wed Jan 27 04:13:16 +0000 2021,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
Pinche wc inútil.,Thu Jan 28 19:48:09 +0000 2021,"Salinas Victoria, Nuevo León","[[[-100.564582, 25.847319], [-100.564582, 26.39918], [-99.924536, 26.39918], [-99.924536, 25.847319]]]"
@AristeguiOnline Daño irreparable les va a provocar cuando se lo encuentren en el WC y tengan que limpiarse con ese… https://t.co/lLMysygiK0,Fri Jan 29 17:00:25 +0000 2021,"Cuauhtémoc, Distrito Federal","[[[-99.18435, 19.399835], [-99.18435, 19.465837], [-99.122382, 19.465837], [-99.122382, 19.399835]]]"
Paredes acabado (perfecto)  wc 🚽 con vista 😅,Mon Feb 01 09:11:26 +0000 2021,"Guadalupe Victoria, Durango","[[[-104.26562, 24.11766], [-104.26562, 24.684021], [-103.89298, 24.684021], [-103.89298, 24.11766]]]"
"Wey si, el wc por que no me lo gane en la rifa",Sat Feb 06 22:11:19 +0000 2021,"Mazatlán, Sinaloa","[[[-106.619116, 23.068553], [-106.619116, 23.867727], [-105.924379, 23.867727], [-105.924379, 23.068553]]]"
Lo malo de los comerciales del Super Bowl es que no me los quiero perder... ¿entonces a qué hora voy al wc 🚽? 🥺,Sun Feb 07 23:30:57 +0000 2021,"La Paz, Baja California Sur","[[[-112.020185, 23.111002], [-112.020185, 25.104992], [-109.688984, 25.104992], [-109.688984, 23.111002]]]"
TIGRES vs Bayern Munich.... La Gran Final WC Qatar 2020,Mon Feb 08 19:57:25 +0000 2021,"San Pedro Garza García, Nuevo León","[[[-100.425188, 25.583557], [-100.425188, 25.717018], [-100.306878, 25.717018], [-100.306878, 25.583557]]]"
@MennoOng En dan helemaal enthousiast opspringen als je naar de wc gaat,Tue Feb 09 02:07:40 +0000 2021,"Solidaridad, Quintana Roo","[[[-87.777003, 20.356869], [-87.777003, 20.812192], [-86.916961, 20.812192], [-86.916961, 20.356869]]]"
Sentarse en un wc a 13° es tipo deporte extremo,Sun Feb 14 16:04:41 +0000 2021,"Chilpancingo de los Bravo, Guerrero","[[[-100.064844, 17.173611], [-100.064844, 17.609704], [-99.383519, 17.609704], [-99.383519, 17.173611]]]"
"@jmarquez_gzz La creatividad, wc para campamentos 😂",Tue Feb 16 03:10:15 +0000 2021,"Puebla, México","[[[-98.289206, 18.83765], [-98.289206, 19.226809], [-98.019327, 19.226809], [-98.019327, 18.83765]]]"
"""Aumento de Asiento de WC para personas con..."" in #TlalnepantladeBaz #Mexico https://t.co/d32oPxZObs #zerowaste #free",Tue Feb 16 04:05:09 +0000 2021,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
"""Aumento de Asiento de WC para personas con..."" in #TlalnepantladeBaz #Mexico https://t.co/d32oPxZObs #zerowaste #free",Wed Feb 17 05:24:00 +0000 2021,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
"""Aumento de Asiento de WC para personas con..."" in #TlalnepantladeBaz #Mexico https://t.co/9nJVCoVxUN #zerowaste #free",Wed Feb 17 08:16:19 +0000 2021,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
"""Aumento de Asiento de WC para personas con..."" in #TlalnepantladeBaz #Mexico https://t.co/lyR76MRiCg #zerowaste #free",Wed Feb 17 08:16:59 +0000 2021,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
@clauedwards1 @DominiquePeralt @AmoresGarra @MVS102_5 Yo misma pensaba eso y por eso lo deshechaba en el wc y algunas veces en coladera,Sun Feb 21 02:39:33 +0000 2021,"Benito Juárez, Distrito Federal","[[[-99.191996, 19.357102], [-99.191996, 19.404124], [-99.130965, 19.404124], [-99.130965, 19.357102]]]"
"Hasta el wc del submarino tienen ahí, con razón se enojo el gordo",Sat Feb 27 16:33:21 +0000 2021,"Centro, Tabasco","[[[-93.248341, 17.7035], [-93.248341, 18.340419], [-92.584658, 18.340419], [-92.584658, 17.7035]]]"
Nada mal. Considerando a Leno para mi WC en la 31.,Tue Mar 02 01:01:53 +0000 2021,"León, Guanajuato","[[[-101.833743, 20.863352], [-101.833743, 21.332768], [-101.369059, 21.332768], [-101.369059, 20.863352]]]"
Siempre revisen si hay papel antes de entrar al WC de su trabajo,Thu Mar 04 19:44:38 +0000 2021,"San Luis Potosí, México","[[[-101.169792, 21.959357], [-101.169792, 22.662882], [-100.74123, 22.662882], [-100.74123, 21.959357]]]"
@bta_Demian En una entrada al WC mientras lo tiras de cabeza,Sat Mar 06 22:49:54 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"@VMOSN Qué, ¿así ahora le llaman cuando va el KKs al WC ?",Sat Mar 06 23:01:30 +0000 2021,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
@postmarlonex @sofiadleong @labne_wzaatar Peor aún Marlone cuando llegaba en pedo hacía Popó 💩 ahí mientras yo hacía en el wc 🚽,Sun Mar 07 20:01:08 +0000 2021,"Toluca, México","[[[-99.782579, 19.076393], [-99.782579, 19.49225], [-99.528773, 19.49225], [-99.528773, 19.076393]]]"
@Lra06243647 @calientesports No Sé Tape El WC ;;;;!,Mon Mar 08 14:45:58 +0000 2021,"Hermosillo, Sonora","[[[-112.615459, 28.228442], [-112.615459, 29.711283], [-110.380903, 29.711283], [-110.380903, 28.228442]]]"
"""Aumento de Asiento de WC para personas con..."" in #TlalnepantladeBaz #Mexico https://t.co/Jjs7JgCG4D #zerowaste #free",Thu Mar 11 20:01:08 +0000 2021,"Tlalnepantla de Baz, México","[[[-99.248181, 19.498594], [-99.248181, 19.589272], [-99.080384, 19.589272], [-99.080384, 19.498594]]]"
Venir al wc &amp; ver tiktoks :  mi parte favorita de la jornada laboral 😅,Tue Mar 23 17:00:34 +0000 2021,"Nogales, Sonora","[[[-111.353471, 31.007209], [-111.353471, 31.377975], [-110.649331, 31.377975], [-110.649331, 31.007209]]]"
"Después de años, vuelve esta propuesta de WC en sanitarios públicos.

Si se habilitara en tu localidad, que futuro… https://t.co/Ppw2niSvWs",Wed Mar 24 13:11:46 +0000 2021,"Centro, Tabasco","[[[-93.248341, 17.7035], [-93.248341, 18.340419], [-92.584658, 18.340419], [-92.584658, 17.7035]]]"
@FranciscoFlora3 Jalarle al   WC ‼️‼️‼️,Fri Mar 26 00:50:20 +0000 2021,"Zumpango, México","[[[-99.193464, 19.721799], [-99.193464, 19.90449], [-98.972351, 19.90449], [-98.972351, 19.721799]]]"
@naveda_irma @lopezobrador_ Ya chale caquita Cacalderónita. Vuelve a tu WC dónde te sientes a gusto que a robar...… https://t.co/8zO3CNPc4n,Sun Mar 28 07:37:17 +0000 2021,"Culiacán, Sinaloa","[[[-107.806281, 24.028162], [-107.806281, 25.296815], [-106.877832, 25.296815], [-106.877832, 24.028162]]]"
@Manuelpinedaa25 Pero tu te enojarte yo no además si se llega a WC ya es ganancia,Thu Apr 01 22:46:24 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
"El roomie ya se lleva pesado... me asusto cuando salí del baño 👻 

Tuve que regresar al WC porque sentí que se me salió algo 😪",Fri Apr 02 15:24:30 +0000 2021,"San Miguel de Allende, Guanajuato","[[[-101.086138, 20.711568], [-101.086138, 21.108455], [-100.466251, 21.108455], [-100.466251, 20.711568]]]"
"@JuanMono439 Jajaja mamá es capaz de quitar la luz, a quien si le digo es a @angcrad  cuando voy al wc 😂😂😂",Fri Apr 02 21:14:50 +0000 2021,"Gustavo A. Madero, Distrito Federal","[[[-99.180678, 19.444937], [-99.180678, 19.592375], [-99.051103, 19.592375], [-99.051103, 19.444937]]]"
@BeibiRuth @elrodro88 Yo sé me queda claro si llegamos a WC es ganancia pero los Angels son los Angels,Sat Apr 03 06:06:59 +0000 2021,"Zapopan, Jalisco","[[[-103.664175, 20.583418], [-103.664175, 20.997896], [-103.305374, 20.997896], [-103.305374, 20.583418]]]"
Hace años y un dia antes de la fiesta de una hermana en casa se me cayo 1 veladora 🕯al WC 🚽. No podia sacarla con n… https://t.co/gFaW2A9DXl,Wed Apr 07 00:52:23 +0000 2021,"Guadalajara, Jalisco","[[[-103.408633, 20.600585], [-103.408633, 20.752719], [-103.263131, 20.752719], [-103.263131, 20.600585]]]"
