Tweet,Fecha,Locacion,Longitud(V1),Latitud(V1),Longitud(V2),Latitud(V2),Longitud(V3),Latitud(V3),Longitud(V4),Latitud(V4)
@MarianaOE El quesillo es lo mismo que el requeson?,Tue Apr 21 21:37:15 +0000 2020,"Querétaro, Querétaro Arteaga",-100.596343,20.50317,-100.596343,20.927379,-100.284846,20.927379,-100.284846,20.50317
"Si queso en italiano es formaggio, quesillo será  formarighiggio?

#felizjueves https://t.co/4s7TvuAnRU",Thu Apr 23 15:08:25 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
"¿Sopa de tortillas o sopa azteca? No sabemos pero lo que sí podemos decirles, es que le pongan quesillo antes de ve… https://t.co/7nyWbBAFAP",Thu Apr 23 23:19:56 +0000 2020,"Puebla, México",-98.289206,18.83765,-98.289206,19.226809,-98.019327,19.226809,-98.019327,18.83765
El queso oaxaca sabe de la vrg 🤮 si fuera quesillo o queso de hebra pos si 🤤,Fri Apr 24 13:23:06 +0000 2020,"Córdoba, Veracruz de Ignacio de la Llave",-97.001897,18.837368,-97.001897,19.013211,-96.872107,19.013211,-96.872107,18.837368
"Ya desayunaron pobres 🤤💅🌞
#omelette (tomate y quesillo) #frijoles (de las enfrijoladas de Anahí, con queso) 🤩☀️😍🤤 e… https://t.co/4tUJf2pjQ0",Fri Apr 24 17:38:23 +0000 2020,"San Pedro Totolapa, Oaxaca",-96.443546,16.568667,-96.443546,16.748564,-96.065288,16.748564,-96.065288,16.568667
"La vegetariana se enojo porque eligí la coca en vez del quesillo, ahí podemos apreciar claramente que aún tiene instinto carnívoro 🤣",Sat Apr 25 16:12:51 +0000 2020,"Tuxtla Gutiérrez, Chiapas",-93.243094,16.645909,-93.243094,16.838962,-93.036225,16.838962,-93.036225,16.645909
"Oigan y a ustedes les gustan las gorditas???

A mí sí y más si llevan quesillo....

#SabadoDeSeduccion… https://t.co/uddwJJy1mq",Sat Apr 25 20:03:59 +0000 2020,"Nezahualcóyotl, México",-99.067766,19.366862,-99.067766,19.498582,-98.966267,19.498582,-98.966267,19.366862
"Ya extraño el quesillo, las tlayudas, el chocolate, el pan de yema y a los abuelos 🥺",Sat Apr 25 20:37:59 +0000 2020,"Zapopan, Jalisco",-103.664175,20.583418,-103.664175,20.997896,-103.305374,20.997896,-103.305374,20.583418
@soyunareinota Quesillo es el queso de Oaxaca?,Thu Apr 02 00:30:22 +0000 2020,"Mexicali, Baja California",-115.818421,30.86042,-115.818421,32.718919,-114.639939,32.718919,-114.639939,30.86042
"@Praise_the_day Oaxaca: quesillo
Resto del mundo: Queso Oaxaca 😂",Thu Apr 02 14:25:24 +0000 2020,"Torreón, Coahuila de Zaragoza",-103.511379,24.793821,-103.511379,25.694625,-102.954881,25.694625,-102.954881,24.793821
"Acabo de escuchar a uno de mis compañeros de trabajo decirle queso Oaxaca al quesillo, al chile si me enojé.",Fri Apr 03 21:23:57 +0000 2020,"Comonfort, Guanajuato",-100.987287,20.646971,-100.987287,20.830957,-100.615509,20.830957,-100.615509,20.646971
"Queso Oaxaca = Quesillo 
Enchiladas potosinas = Enchiladillas",Fri Apr 03 23:34:01 +0000 2020,"San Luis Potosí, México",-101.169792,21.959357,-101.169792,22.662882,-100.74123,22.662882,-100.74123,21.959357
"@man0372monster El mezcal te lo guardé, por que no bebo, y quesillo traía de a madres la tlayuda",Sat Apr 04 02:55:12 +0000 2020,"Oaxaca de Juárez, Oaxaca",-96.780697,17.015437,-96.780697,17.165201,-96.669308,17.165201,-96.669308,17.015437
"@DNchacon Las quesadillas estilo CDMX son sin ""quesillo"" son solo tortillas dobladas",Sat Apr 04 21:40:16 +0000 2020,"Guanajuato, México",-101.437013,20.826352,-101.437013,21.224641,-101.063255,21.224641,-101.063255,20.826352
"Día lluvioso, maratón de #BackToTheFuture, pan pita con quesillo, negras modelo y @Taniataniaea. Nmms no hay un  sábado más perfecto! 😍",Sun Apr 05 00:01:44 +0000 2020,"Cuautitlán, México",-99.189129,19.616118,-99.189129,19.740034,-99.137766,19.740034,-99.137766,19.616118
"Por eso se dice que somos como el quesillo, que le damos la vuelta a todo...
La petición no es clara y es insuficie… https://t.co/gr0HKwmDKK",Sun Apr 05 04:32:30 +0000 2020,"Oaxaca de Juárez, Oaxaca",-96.780697,17.015437,-96.780697,17.165201,-96.669308,17.165201,-96.669308,17.015437
TMNT 🐢  #milanesa #piernaespañola #quesillo #buevito #salpichas #piña 🐷 en Tortas Mac Prado'S https://t.co/aM2KNipVOG,Mon Apr 06 02:03:58 +0000 2020,"Villa de Álvarez, Colima",-104.031343,19.219302,-104.031343,19.434628,-103.644297,19.434628,-103.644297,19.219302
Pan+mantequilla+jamón+rebanada de queso amarillo+ otro jamón+otra rebanada de queso amarillo+quesillo+salchicha+toc… https://t.co/ywwioOXt1n,Wed Apr 08 05:02:16 +0000 2020,"Tuxtla Gutiérrez, Chiapas",-93.243094,16.645909,-93.243094,16.838962,-93.036225,16.838962,-93.036225,16.645909
La cuarentena sabe mejor con quesillo 🥰,Sun Apr 26 01:38:19 +0000 2020,"Santa Cruz Xoxocotlán, Oaxaca",-96.801326,16.963759,-96.801326,17.05254,-96.713739,17.05254,-96.713739,16.963759
"Tlayuda con asiento, tasajo, quesillo y mucha salsa",Mon Apr 27 02:15:42 +0000 2020,"San Pablo Etla, Oaxaca",-96.793341,17.124412,-96.793341,17.180861,-96.655355,17.180861,-96.655355,17.124412
"Tuit vespertino: Ya regrésenlo de Oaxaca :(, pero con 68 bolas de quesillo.",Wed Apr 08 20:12:44 +0000 2020,"Celaya, Guanajuato",-100.913535,20.356869,-100.913535,20.688514,-100.630887,20.688514,-100.630887,20.356869
"@Master_622 Lo estaban, la de queso Oaxaca, quesillo, queso de hebra",Thu Apr 09 19:32:42 +0000 2020,"Benito Juárez, Distrito Federal",-99.191996,19.357102,-99.191996,19.404124,-99.130965,19.404124,-99.130965,19.357102
"Comprando queso #mexicano artesanal. Quesillo y doble crema de #Chiapas Gracias @lactography

@geoyestru… https://t.co/RYlyoSQ0cp",Sun Apr 12 05:25:23 +0000 2020,"Cuauhtémoc, Distrito Federal",-99.18435,19.399835,-99.18435,19.465837,-99.122382,19.465837,-99.122382,19.399835
"@LaSiempreLinda Pizza 
Sushi empanizado con salsa Tampico
Gordita de chicharrón con quesillo
Cerveza bien fría 
Un… https://t.co/vSMu12iXOh",Sun Apr 12 22:01:48 +0000 2020,"Ecatepec de Morelos, México",-99.118665,19.484399,-99.118665,19.652161,-98.970224,19.652161,-98.970224,19.484399
